,Address,Sentiment Score,Sentiment Label,Subjectivity Score,Positive Words,Negative Words
13,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4368609/,0.0,Error,0.0,,
14,https://www.foxnews.com/us/pentagon-rushed-deny-service-members-vaccine-religious-exemption-requests-report,0.0,Error,0.0,,
15,https://twitter.com/KathyConWom/status/1489859107167350786,0.0,Error,0.0,,
16,https://tass.ru/armiya-i-opk/14598087,0.0,Error,0.0,,
17,https://www.youtube.com/watch?v=IKz9H9VCrgU,0.0,Error,0.0,,
18,https://foxreno.com/news/coronavirus/us-marine-corps-temporarily-allowing-covid-vaccine-exemptions-reports-say-coronavirus-pandemic-military-united-states-religious-freedom-restoration-act-accommodation-requests-dr-jeffrey-singer-cato-institute,0.0,Error,0.0,,
19,https://www.health.mil/Military-Health-Topics/Health-Readiness/Immunization-Healthcare/Clinical-Consultation-Services/Exemption-Guidance,0.0,Error,0.0,,
20,https://academic.oup.com/epirev/article/28/1/3/567796,0.0,Error,0.0,,
21,https://twitter.com/akheriaty/status/1490040867842781190?t=bZg-t7bAZfMrup16Jjxt6A&s=19,0.0,Error,0.0,,
22,https://www.projectveritas.com/video/military-documents-about-gain-of-function-contradict-fauci-testimony-under/,0.0,Error,0.0,,
23,https://abc7amarillo.com/news/nation-world/navy-lieutenant-who-refused-vaccine-cleared-of-misconduct-will-remain-in-service-administrative-davis-younts-bill-moseley-coronavirus-vaccinated-military,0.0,Error,0.0,,
24,https://rumble.com/vy0brv-1.5-hours-of-vaccine-adverse-reactions.html,0.0,Error,0.0,,
25,https://bit.ly/3L0oHZp,0.0,Error,0.0,,
26,https://fox40.com/news/political-connection/house-passes-stopgap-bill-to-prevent-shutdown/,0.0,Error,0.0,,
27,https://www.washingtonpost.com/history/2020/04/14/cutter-polio-vaccine-paralyzed-children-coronavirus/,0.0,Error,0.0,,
28,https://technofog.substack.com/p/our-woke-military-trans-rights-over,0.0,Error,0.0,,
29,https://thehill.com/homenews/house/3683637-freedom-caucus-wants-defense-bill-delayed-if-vaccine-mandate-not-repealed/,0.0,Error,0.0,,
30,https://www.wgauradio.com/news/politics/4-air-force-cadets/LSAZFITUAJOAJF5V2CK6CRKQ3Y/?taid=6280428e8664e80001977b4c&utm_campaign=trueanthem&utm_medium=trueanthem&utm_source=twitter,0.0,Error,0.0,,
31,https://adversereactionreport.com/vaccine-injured/779-athlete-cardiac-arrests-serious-issues-500-dead-after-jab/,0.0,Error,0.0,,
32,https://www.usfreedomflyers.org/medical-tyranny/us-army-doctor-reveals-medics-were-told-not-to-report-adverse-covid-jab-reactions/,0.0,Error,0.0,,
33,https://twitter.com/wmhuo168/status/1502569472259149825,0.0,Error,0.0,,
34,https://go.shr.lc/3LbODzC,0.0,Error,0.0,,
35,https://www.iheart.com/content/2021-08-23-pentagon-to-mandate-covid-vaccines-for-military-following-fda-approval/,0.0,Error,0.0,,
36,https://twitter.com/AP/status/1525499493369663488,0.0,Error,0.0,,
37,https://twitter.com/TheFluFighters/status/1402450900245913602?t=mNoYktBhyvesn0uDSY39ow&s=19,0.0,Error,0.0,,
38,http://NaturalNews.com,0.0,Error,0.0,,
39,https://twitter.com/Bercmag/status/1532380912918339584?s=20&t=pjDN7b5U5AgabcN_OkG1OA,0.0,Error,0.0,,
40,https://ammtwitter.wordpress.com/vaers-reports/cancer/,0.0,Error,0.0,,
41,https://trib.al/EAxFjzP,0.0,Error,0.0,,
42,https://www.thegatewaypundit.com/2022/07/trump-appointed-judge-blocks-air-force-expelling-unvaccinated-service-members-enforcing-vaccine-mandate/?utm_source=Twitter&utm_medium=PostTopSharingButtons&utm_campaign=websitesharingbuttons,0.0,Error,0.0,,
43,https://www.theepochtimes.com/court-denies-biden-administration-attempt-to-impose-covid-19-vaccine-mandate-on-navy-seals_4309017.html,0.0,Error,0.0,,
44,https://twitter.com/nspector4/status/1575441289558228992?s=20,0.0,Error,0.0,,
45,http://bitly.ws/sVDm,0.0,Error,0.0,,
46,https://www.msn.com/en-ca/news/canada/canadian-military-poised-to-end-vaccine-mandate/ar-AAZQ3Mw,0.0,Error,0.0,,
47,https://ift.tt/WKRc97I,0.0,Error,0.0,,
48,https://gnews.org/articles/493610,0.0,Error,0.0,,
49,https://www.everydayhealth.com/columns/ms-fitness-challenge/burden-ms-our-military/,0.0,Error,0.0,,
50,https://www.wsj.com/articles/ottawa-fears-vaccine-protest-has-morphed-into-an-occupation-11643986803,0.0,Error,0.0,,
51,https://www.theepochtimes.com/canadian-military-expected-to-suspend-vaccine-mandate-this-summer-report_4616017.html?utm_source=ref_share&utm_campaign=tw&rs=SHRFJKGHK,0.0,Error,0.0,,
52,https://www.npr.org/2022/02/02/1077625142/u-s-army-covid-vaccination,0.0,Error,0.0,,
53,https://www.thegatewaypundit.com/2022/05/exclusive-500-military-service-members-sue-government-mandating-vaccine-not-fda-approved-not-administered/?utm_source=Email&utm_medium=the-gateway-pundit&utm_campaign=dailyam&utm_content=2022-05-26,0.0,Error,0.0,,
54,https://justthenews.com/politics-policy/coronavirus/canadian-service-members-go-court-stop-military-covid-vaccine-mandate,0.0,Error,0.0,,
55,https://ottawa.citynews.ca/local-news/sex-assault-trial-starts-for-military-officer-who-led-covid-19-vaccine-campaign-5839717,0.0,Error,0.0,,
56,https://fullfact.org/health/us-military-data-covid-vaccine/,0.0,Error,0.0,,
57,https://www.military.com/daily-news/2022/05/22/3-air-force-cadets-who-refused-vaccine-wont-be-commissioned.html,0.0,Error,0.0,,
58,https://www.theepochtimes.com/exclusive-pentagon-responds-to-dod-whistleblowers-claim-of-spiking-disease-rates-in-the-military-after-covid-vaccine-mandate_4247785.html?utm_source=ref_share&utm_campaign=tw&rs=SHRCBCZCJ,0.0,Error,0.0,,
59,https://cliffordribner.com/?p=339328&wpwautoposter=1663444535,0.0,Error,0.0,,
60,https://americanmilitarynews.com/2022/10/navy-has-discharged-nearly-2000-sailors-for-refusing-covid-vaccine/,0.0,Error,0.0,,
61,https://gettr.com/post/ptjvjq4c18,0.0,Error,0.0,,
62,https://thehill.com/policy/defense/593272-abbott-asks-for-preliminary-injunction-of-national-guard-vaccine-mandate-for,0.0,Error,0.0,,
63,https://ksltv.com/493559/3-air-force-cadets-who-refused-vaccine-wont-be-commissioned/,0.0,Error,0.0,,
64,https://democraticunderground.com/10142920497,0.0,Error,0.0,,
65,https://worldnewsguru.us/politics/press-conference-tomorrow-risking-careers-active-duty-military-officers-will-call-for-an-end-to-unlawful-dod-vaccine-mandates/449299/,0.0,Error,0.0,,
66,https://youtu.be/5R7Mh97rNCA,0.0,Error,0.0,,
67,https://www.facebook.com/watch/?v=3140614109495028,0.0,Error,0.0,,
68,https://thenationaldesk.com/news/americas-news-now/if-covid-19-pandemic-is-over-are-military-vaccine-mandates-necessary-united-states-army-marines-navy-service-members-president-joe-biden-coronavirus-vaccination-pfizer-moderna#?utm_source=twitter.com&utm_medium=social&utm_campaign=tndsocial,0.0,Error,0.0,,
69,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=632e2ec408204e9fbbf1bd6f9b22b349&url=https%3a%2f%2fmynorthwest.com%2f3647679%2fburkina-faso-coup-leader-defends-his-military-takeover-to-un%2f&c=9316977078149953255&mkt=en-us,0.0,Error,0.0,,
70,https://www.defenseone.com/technology/2020/12/us-military-starts-vaccinating-troops-behind-russia-and-china/170653/,0.0,Error,0.0,,
71,https://www.thegatewaypundit.com/2022/10/freedom-caucus-calls-gop-delay-defense-bil-vaccine-mandate-not-repealed/?utm_source=Twitter&utm_medium=PostTopSharingButtons&utm_campaign=websitesharingbuttons,0.0,Error,0.0,,
72,https://dailycaller.com/2022/09/09/companies-dropping-vax-mandates/,0.0,Error,0.0,,
73,https://www.ctvnews.ca/canada/sexual-assault-trial-resumes-for-military-officer-who-led-covid-19-vaccine-campaign-1.6121886?cid=sm%3Atrueanthem%3Actvsaskatoon%3Apost&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter,0.0,Error,0.0,,
74,https://trib.al/s5ttcEG,0.0,Error,0.0,,
75,https://www.worldviewweekend.com/tv/video/worldview-radio-destruction-us-military-mandate-draft-and-build-americas-brown-shirts,0.0,Error,0.0,,
76,https://duckduckgo.com/?q=nuclear+missile+silo+locations+map+u.s.&t=ofa&iax=images&ia=images,0.0,Error,0.0,,
77,https://madisonrecord.com/stories/628655660-vaccine-or-retirement-air-force-officer-with-religious-objections-sues-government-on-deadline-day,0.0,Error,0.0,,
78,http://numbers115solutions.com,0.0,Error,0.0,,
79,https://www.wilx.com/2022/02/08/air-force-approves-9-religious-exemptions-covid-vaccine/?utm_source=twitter&utm_medium=social&utm_campaign=snd&utm_content=wilx,0.0,Error,0.0,,
80,https://www.zerohedge.com/political/quebec-scraps-planned-tax-unvaccinated-residents-amid-growing-backlash,0.0,Error,0.0,,
81,https://rairfoundation.com/exclusive-covid-vaccine-exemption-scandal-exposed-in-canadian-military-interview/,0.0,Error,0.0,,
82,https://www.thedailybeast.com/rand-paul-ophthalmology-certification-scandal-why-it-matters,0.0,Error,0.0,,
83,https://realnewsaggregator.com/real-news/wp-content/uploads/2022/10/military-vaccine-300x180-1.jpg,0.0,Error,0.0,,
84,https://slate.com/news-and-politics/2022/03/covid-vaccine-judge-navy-warship-religious-freedom.html?utm_medium=social&utm_campaign=traffic&utm_source=article&utm_content=twitter_share,0.0,Error,0.0,,
85,https://welovetrump.com/2022/08/31/nat-guard-commanding-general-the-vaccine-mandate-puts-national-security-at-risk/,0.0,Error,0.0,,
86,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1069029/,0.0,Error,0.0,,
87,https://www.pharmaceutical-technology.com/news/company-news/pfizer-latin-american-vaccine/,0.0,Error,0.0,,
88,http://vaccine-exemptionwnd.com,0.0,Error,0.0,,
89,https://twitter.com/uniteus7/status/1498876428057731075?s=20&t=20bBlwY5-9F4hS3GoNzEzg,0.0,Error,0.0,,
90,https://t.me/VigilantFox/6382,0.0,Error,0.0,,
91,https://twitter.com/mikepompeo/status/1489335399159943180?t=M9Uo5KYZ5yxPZPOuSgvJrQ&s=19,0.0,Error,0.0,,
92,https://www.theepochtimes.com/significant-proof-air-force-has-discriminated-against-troops-seeking-religious-exemptions-to-vaccine-mandate-court_4726307.html,0.0,Error,0.0,,
93,https://www.castanet.net/news/Canada/359760/Military-investigating-after-officer-appears-in-anti-vaccine-mandate-video,0.0,Error,0.0,,
94,https://worldnewsguru.us/politics/attorney-discusses-latest-updates-on-lawsuits-brought-by-more-than-1100-active-duty-military-officers-against-unlawful-vaccine-mandate/453966/,0.0,Error,0.0,,
95,http://Pierre4PM.ca/Membership,0.0,Error,0.0,,
96,https://twitter.com/francis_scarr/status/1524493229697245185?t=NgK5V8JM4yi8OJoniLAiyA&s=19,0.0,Error,0.0,,
97,https://www.military.com/daily-news/2021/07/29/biden-orders-military-move-toward-mandatory-covid-vaccine.html,0.0,Error,0.0,,
98,https://barrie.ctvnews.ca/video?clipId=2527299&jwsource=cl,0.0,Error,0.0,,
99,https://www.rollcall.com/2022/07/19/army-tells-house-panel-of-enormous-personnel-shortfalls/,0.0,Error,0.0,,
100,https://www.cbc.ca/news/politics/military-vaccine-mandate-challenge-1.6287451,0.0,Error,0.0,,
101,https://www.reuters.com/world/india/exclusive-pfizer-withdraws-application-emergency-use-its-covid-19-vaccine-india-2021-02-05/,0.0,Error,0.0,,
102,https://libertywire.net/pentagons-leaked-data-show-explosion-of-vaccine-related-injuries-among-military-service-members/,0.0,Error,0.0,,
103,https://www.businessinsider.com/pfizer-biontech-vaccine-designed-in-hours-one-weekend-2020-12,0.0,Error,0.0,,
104,https://archive.ph/QJyQC,0.0,Error,0.0,,
105,https://justthenews.com/nation/states/center-square/republican-us-reps-urge-dod-end-vaccine-mandate-military,0.0,Error,0.0,,
106,https://www.militarytimes.com/news/pentagon-congress/2021/12/17/dishonorable-discharges-for-covid-vaccine-refusal-off-the-table-as-military-separations-begin/,0.0,Error,0.0,,
107,https://www.thegatewaypundit.com/2022/09/trident-order-12-disqualified-seals-duty-seeking-vaccine-mandate-religious-exemption-quietly-canceled-us-navy/,0.0,Error,0.0,,
108,https://twitter.com/BillFOXLA/status/1442166450593034240?t=LB5bY9x2pDfLF7JRpQ2S9Q&s=19,0.0,Error,0.0,,
109,https://lc.org/newsroom/details/030122-defense-department-seeks-stay-against-lcs-military-plaintiffs-1,0.0,Error,0.0,,
110,https://nationalpost.com/pmn/news-pmn/canada-news-pmn/poilievre-demands-end-to-military-vaccine-mandate-but-some-say-its-more-complex,0.0,Error,0.0,,
111,https://twitter.com/King_Luther26/status/1505696443696234501,0.0,Error,0.0,,
112,https://reason.com/volokh/2022/02/03/federal-court-temporarily-blocks-discipline-of-military-officers-for-religious-refusal-of-covid-vaccine/,0.0,Error,0.0,,
113,https://1buv.com/sen-ron-johnson-sends-letter-to-sec-of-defense-demanding-information-on-shockingly-high-covid-19-vaccine-injury-among-military-personnel/,0.0,Error,0.0,,
114,https://en-volve.com/2022/03/30/military-doctor-testifies-under-oath-that-she-was-ordered-to-cover-up-vaccine-injuries-through-biden-admin-directive/,0.0,Error,0.0,,
115,http://entrust.com,0.0,Error,0.0,,
116,https://amp.cnn.com/cnn/2021/12/02/politics/florida-state-guard-desantis/index.html,0.0,Error,0.0,,
117,https://kolozeg.org/?p=324136,0.0,Error,0.0,,
118,https://twitter.com/CpTheorist/status/1490733204038422528?t=LnzOTYwOR8VEtsy_PLnpuA&s=19,0.0,Error,0.0,,
119,https://www.theepochtimes.com/exclusive-pentagon-responds-to-dod-whistleblowers-claim-of-spiking-disease-rates-in-the-military-after-covid-vaccine-mandate_4247785.html?utm_source=ref_share&utm_campaign=tw&rs=SHRPSMRQ,0.0,Error,0.0,,
120,https://tinyurl.com/53snpwdz,0.0,Error,0.0,,
121,https://www.theatlantic.com/ideas/archive/2022/02/canada-anti-vaccine-trucker-protests/622060/,0.0,Error,0.0,,
122,https://rumble.com/vt8gcv-vaxx-whistleblowers-miscarriages-increase-279-cancer-increases-296.html,0.0,Error,0.0,,
123,https://stevekirsch.substack.com/p/us-navy-f-35-crash-was-it-vaccine?token=eyJ1c2VyX2lkIjo3MzM5MDAyMSwicG9zdF9pZCI6NDg0NDkxMTksIl8iOiI3YmM0NiIsImlhdCI6MTY0NDM5OTQzNiwiZXhwIjoxNjQ0NDAzMDM2LCJpc3MiOiJwdWItNTQ4MzU0Iiwic3ViIjoicG9zdC1yZWFjdGlvbiJ9.TYzWhJbe0vbgbMSg8veAUgIzV8UE3Rei_6CuMrx8Pe8,0.0,Error,0.0,,
124,https://bullshitman.org/psychotic-jim-cramer-calls-for-universal-vaccine-mandate-enforced-by-the-military/?feed_id=11245&_unique_id=620162db89ae6,0.0,Error,0.0,,
125,https://youtu.be/9jMONZMuS2U,0.0,Error,0.0,,
126,https://www.militaryreligiousfreedom.org/2022/02/a-very-interesting-and-worthwhile-read-from-a-retired-25-year-army-reserve-jag-blue-star-mother-civilian-civil-rights-lawyer-and-longtime-mrff-supporter-military-covid-vaccine-religious-refu/,0.0,Error,0.0,,
127,https://www.scribd.com/document/575750142/ECF-Filed-Complt-5-23-22#from_embed,0.0,Error,0.0,,
128,https://www.theepochtimes.com/investigative-report-military-whistleblowers-reveal-religious-discrimination-under-covid-19-and-prior_4285531.html?utm_source=ref_share&utm_campaign=tw&rs=SHRCJKTT,0.0,Error,0.0,,
129,https://www.foxnews.com/politics/white-house-dropping-mask-mandate-biden-state-of-the-union,0.0,Error,0.0,,
